atomCode_fluorinated_compoundsCode,NMR_Peaks,SMILES_self,AtomDegreeDescriptor-aNeg_self,AtomHybridizationDescriptor-aHyb_self,AtomHybridizationVSEPRDescriptor-hybr_self,AtomValenceDescriptor-val_self,BondsToAtomDescriptor-bondsToAtom_self,CovalentRadiusDescriptor-covalentRadius_self,DistanceToAtomDescriptor-distanceToAtom_self,EffectiveAtomPolarizabilityDescriptor-effAtomPol_self,IPAtomicHOSEDescriptor-ipAtomicHOSE_self,InductiveAtomicHardnessDescriptor-indAtomHardnesss_self,InductiveAtomicSoftnessDescriptor-indAtomSoftness_self,PartialPiChargeDescriptor-pepe_self,PartialSigmaChargeDescriptor-partialSigmaCharge_self,PartialTChargeMMFF94Descriptor-partialTCMMFF94_self,PartialTChargePEOEDescriptor-pepeT_self,PeriodicTablePositionDescriptor-periodicTablePosition_self,PiElectronegativityDescriptor-elecPiA_self,level_0_neighbor1,index_neighbor1,SMILES_neighbor1,AtomDegreeDescriptor-aNeg_neighbor1,AtomHybridizationDescriptor-aHyb_neighbor1,AtomHybridizationVSEPRDescriptor-hybr_neighbor1,AtomValenceDescriptor-val_neighbor1,BondsToAtomDescriptor-bondsToAtom_neighbor1,CovalentRadiusDescriptor-covalentRadius_neighbor1,DistanceToAtomDescriptor-distanceToAtom_neighbor1,EffectiveAtomPolarizabilityDescriptor-effAtomPol_neighbor1,IPAtomicHOSEDescriptor-ipAtomicHOSE_neighbor1,InductiveAtomicHardnessDescriptor-indAtomHardnesss_neighbor1,InductiveAtomicSoftnessDescriptor-indAtomSoftness_neighbor1,PartialPiChargeDescriptor-pepe_neighbor1,PartialSigmaChargeDescriptor-partialSigmaCharge_neighbor1,PartialTChargeMMFF94Descriptor-partialTCMMFF94_neighbor1,PartialTChargePEOEDescriptor-pepeT_neighbor1,PeriodicTablePositionDescriptor-periodicTablePosition_neighbor1,PiElectronegativityDescriptor-elecPiA_neighbor1,level_0_neighbor2,index_neighbor2,SMILES_neighbor2,AtomDegreeDescriptor-aNeg_neighbor2,AtomHybridizationDescriptor-aHyb_neighbor2,AtomHybridizationVSEPRDescriptor-hybr_neighbor2,AtomValenceDescriptor-val_neighbor2,BondsToAtomDescriptor-bondsToAtom_neighbor2,CovalentRadiusDescriptor-covalentRadius_neighbor2,DistanceToAtomDescriptor-distanceToAtom_neighbor2,EffectiveAtomPolarizabilityDescriptor-effAtomPol_neighbor2,IPAtomicHOSEDescriptor-ipAtomicHOSE_neighbor2,InductiveAtomicHardnessDescriptor-indAtomHardnesss_neighbor2,InductiveAtomicSoftnessDescriptor-indAtomSoftness_neighbor2,PartialPiChargeDescriptor-pepe_neighbor2,PartialSigmaChargeDescriptor-partialSigmaCharge_neighbor2,PartialTChargeMMFF94Descriptor-partialTCMMFF94_neighbor2,PartialTChargePEOEDescriptor-pepeT_neighbor2,PeriodicTablePositionDescriptor-periodicTablePosition_neighbor2,PiElectronegativityDescriptor-elecPiA_neighbor2,level_0_neighbor3,index_neighbor3,SMILES_neighbor3,AtomDegreeDescriptor-aNeg_neighbor3,AtomHybridizationDescriptor-aHyb_neighbor3,AtomHybridizationVSEPRDescriptor-hybr_neighbor3,AtomValenceDescriptor-val_neighbor3,BondsToAtomDescriptor-bondsToAtom_neighbor3,CovalentRadiusDescriptor-covalentRadius_neighbor3,DistanceToAtomDescriptor-distanceToAtom_neighbor3,EffectiveAtomPolarizabilityDescriptor-effAtomPol_neighbor3,IPAtomicHOSEDescriptor-ipAtomicHOSE_neighbor3,InductiveAtomicHardnessDescriptor-indAtomHardnesss_neighbor3,InductiveAtomicSoftnessDescriptor-indAtomSoftness_neighbor3,PartialPiChargeDescriptor-pepe_neighbor3,PartialSigmaChargeDescriptor-partialSigmaCharge_neighbor3,PartialTChargeMMFF94Descriptor-partialTCMMFF94_neighbor3,PartialTChargePEOEDescriptor-pepeT_neighbor3,PeriodicTablePositionDescriptor-periodicTablePosition_neighbor3,PiElectronegativityDescriptor-elecPiA_neighbor3,SMILES,Compound name,Solvent_used_for_NMR
7_From_Review_421,-128.0,F,1.0,3.0,3.0,7.0,4.0,0.72,2.6201491942253976,3.330375,0.0,1.370458172502577,0.7296829776088037,0.0,-0.1888910503153017,-0.317,-0.1888910503153017,2.0,4.724631470720675,0,6,C,4.0,3.0,3.0,4.0,3.0,0.77,2.874386169254229,5.300749999999999,0.0,0.804358862333929,1.2432261852606414,0.0,0.4087062297528653,0.634,0.4087062297528653,2.0,0.0,1,8,F,1.0,3.0,3.0,7.0,4.0,0.72,4.131076215709412,3.330375,0.0,1.4323890546464202,0.6981343488741236,0.0,-0.1888910503153017,-0.317,-0.1888910503153017,2.0,4.724631470720675,2.0,9.0,C,4.0,3.0,3.0,4.0,4.0,0.77,3.443940047387585,4.380375,0.0,0.8494728104112943,1.1772007152481123,0.0,0.4603366202300399,0.951,0.4603366202300399,2.0,0.0,FC(F)C(F)(F)C(F)(F)C(F)(F)F,"1,1,1,2,2,3,3,4,4-nonafluorobutane",CDCl3
8_From_Review_421,-128.0,F,1.0,3.0,3.0,7.0,4.0,0.72,4.131076215709412,3.330375,0.0,1.4323890546464202,0.6981343488741236,0.0,-0.1888910503153017,-0.317,-0.1888910503153017,2.0,4.724631470720675,0,6,C,4.0,3.0,3.0,4.0,3.0,0.77,2.874386169254229,5.300749999999999,0.0,0.804358862333929,1.2432261852606414,0.0,0.4087062297528653,0.634,0.4087062297528653,2.0,0.0,1,7,F,1.0,3.0,3.0,7.0,4.0,0.72,2.6201491942253976,3.330375,0.0,1.370458172502577,0.7296829776088037,0.0,-0.1888910503153017,-0.317,-0.1888910503153017,2.0,4.724631470720675,2.0,3.0,C,4.0,3.0,3.0,4.0,2.0,0.77,2.3751612261065564,5.323499999999999,0.0,0.8187852257841153,1.2213214998381818,0.0,0.3868013314802611,0.634,0.3868013314802611,2.0,0.0,FC(F)C(F)(F)C(F)(F)C(F)(F)F,"1,1,1,2,2,3,3,4,4-nonafluorobutane",CDCl3
10_From_Review_421,-81.4,F,1.0,3.0,3.0,7.0,5.0,0.72,4.292535337070623,2.870187500000001,0.0,1.4522834914681395,0.6885707961804909,0.0,-0.1648043845648636,-0.317,-0.1648043845648636,2.0,5.0100827857068335,0,9,C,4.0,3.0,3.0,4.0,4.0,0.77,3.443940047387585,4.380375,0.0,0.8494728104112943,1.1772007152481123,0.0,0.4603366202300399,0.951,0.4603366202300399,2.0,0.0,1,11,F,1.0,3.0,3.0,7.0,5.0,0.72,2.921073482471812,2.870187500000001,0.0,1.4060886405521127,0.7111927165611277,0.0,-0.1648043845648636,-0.317,-0.1648043845648636,2.0,5.0100827857068335,2.0,12.0,F,1.0,3.0,3.0,7.0,5.0,0.72,4.462005729489823,2.870187500000001,0.0,1.5758710451801452,0.6345696896066044,0.0,-0.1648043845648636,-0.317,-0.1648043845648636,2.0,5.0100827857068335,FC(F)C(F)(F)C(F)(F)C(F)(F)F,"1,1,1,2,2,3,3,4,4-nonafluorobutane",CDCl3
11_From_Review_421,-81.4,F,1.0,3.0,3.0,7.0,5.0,0.72,2.921073482471812,2.870187500000001,0.0,1.4060886405521127,0.7111927165611277,0.0,-0.1648043845648636,-0.317,-0.1648043845648636,2.0,5.0100827857068335,0,9,C,4.0,3.0,3.0,4.0,4.0,0.77,3.443940047387585,4.380375,0.0,0.8494728104112943,1.1772007152481123,0.0,0.4603366202300399,0.951,0.4603366202300399,2.0,0.0,1,10,F,1.0,3.0,3.0,7.0,5.0,0.72,4.292535337070623,2.870187500000001,0.0,1.4522834914681395,0.6885707961804909,0.0,-0.1648043845648636,-0.317,-0.1648043845648636,2.0,5.0100827857068335,2.0,12.0,F,1.0,3.0,3.0,7.0,5.0,0.72,4.462005729489823,2.870187500000001,0.0,1.5758710451801452,0.6345696896066044,0.0,-0.1648043845648636,-0.317,-0.1648043845648636,2.0,5.0100827857068335,FC(F)C(F)(F)C(F)(F)C(F)(F)F,"1,1,1,2,2,3,3,4,4-nonafluorobutane",CDCl3
12_From_Review_421,-81.4,F,1.0,3.0,3.0,7.0,5.0,0.72,4.462005729489823,2.870187500000001,0.0,1.5758710451801452,0.6345696896066044,0.0,-0.1648043845648636,-0.317,-0.1648043845648636,2.0,5.0100827857068335,0,9,C,4.0,3.0,3.0,4.0,4.0,0.77,3.443940047387585,4.380375,0.0,0.8494728104112943,1.1772007152481123,0.0,0.4603366202300399,0.951,0.4603366202300399,2.0,0.0,1,11,F,1.0,3.0,3.0,7.0,5.0,0.72,2.921073482471812,2.870187500000001,0.0,1.4060886405521127,0.7111927165611277,0.0,-0.1648043845648636,-0.317,-0.1648043845648636,2.0,5.0100827857068335,2.0,10.0,F,1.0,3.0,3.0,7.0,5.0,0.72,4.292535337070623,2.870187500000001,0.0,1.4522834914681395,0.6885707961804909,0.0,-0.1648043845648636,-0.317,-0.1648043845648636,2.0,5.0100827857068335,FC(F)C(F)(F)C(F)(F)C(F)(F)F,"1,1,1,2,2,3,3,4,4-nonafluorobutane",CDCl3
3_From_Review_184,-218.0,F,1.0,3.0,3.0,7.0,3.0,0.72,3.3526430021700793,2.7546250000000008,0.0,3.190175901274969,0.3134623390516947,0.0,-0.2187665959905615,-0.317,-0.2187665959905615,2.0,4.379733097171788,0,2,C,2.0,3.0,3.0,4.0,2.0,0.77,2.663684330021108,4.14925,0.0,2.1984837083447006,0.454858954016506,0.0,0.2696452705159448,0.517,0.2696452705159448,2.0,0.0,1,1,C,2.0,1.0,1.0,4.0,1.0,0.77,1.201241382903536,4.3505,0.0,1.8307397234646432,0.5462272911779711,0.0,-0.0395530335486617,-0.2,-0.0395530335486617,2.0,5.669379462337142,2.0,0.0,C,1.0,1.0,1.0,4.0,0.0,0.77,0.0,3.7445,0.0,2.6724282129882604,0.374191529314016,0.0,-0.0113256409767214,0.0,-0.0113256409767214,2.0,5.890436511133054,C#CCF,3-fluoroprop-1-yne,CDCl3
9_From_Review_245,-58.0,F,1.0,3.0,3.0,7.0,3.0,0.72,3.5171112194526915,5.044671875,0.0,1.5944025380959173,0.6271941847221528,0.0,-0.1769252940019892,-0.317,-0.1769252940019892,2.0,4.86561396398811,0,8,C,4.0,3.0,3.0,4.0,2.0,0.77,2.4167154114624254,8.72934375,0.0,0.9926456508856698,1.0074088362828857,0.0,0.3942332900563328,0.967,0.3942332900563328,2.0,0.0,1,10,F,1.0,3.0,3.0,7.0,3.0,0.72,2.7719467581467,5.044671875,0.0,1.7378043082584185,0.5754387851657323,0.0,-0.1769252940019892,-0.317,-0.1769252940019892,2.0,4.86561396398811,2.0,1.0,C,3.0,2.0,2.0,4.0,1.0,0.77,1.2352787418230753,8.8746875,0.0,0.9672081749549132,1.033903585488838,0.0441825966564059,0.2509552365941504,0.5290000000000001,0.2951378332505563,2.0,8.092253375893224,O=C(c1ccccc1)C(F)(F)Br,"2-bromo-2,2-difluoro-1-phenylethan-1-one",CDCl3
10_From_Review_245,-58.0,F,1.0,3.0,3.0,7.0,3.0,0.72,2.7719467581467,5.044671875,0.0,1.7378043082584185,0.5754387851657323,0.0,-0.1769252940019892,-0.317,-0.1769252940019892,2.0,4.86561396398811,0,8,C,4.0,3.0,3.0,4.0,2.0,0.77,2.4167154114624254,8.72934375,0.0,0.9926456508856698,1.0074088362828857,0.0,0.3942332900563328,0.967,0.3942332900563328,2.0,0.0,1,9,F,1.0,3.0,3.0,7.0,3.0,0.72,3.5171112194526915,5.044671875,0.0,1.5944025380959173,0.6271941847221528,0.0,-0.1769252940019892,-0.317,-0.1769252940019892,2.0,4.86561396398811,2.0,1.0,C,3.0,2.0,2.0,4.0,1.0,0.77,1.2352787418230753,8.8746875,0.0,0.9672081749549132,1.033903585488838,0.0441825966564059,0.2509552365941504,0.5290000000000001,0.2951378332505563,2.0,8.092253375893224,O=C(c1ccccc1)C(F)(F)Br,"2-bromo-2,2-difluoro-1-phenylethan-1-one",CDCl3
0_From_Review_431,,F,1.0,3.0,3.0,7.0,0.0,0.72,0.0,3.01452734375,0.0,1.0247576744904046,0.9758404595479452,0.0,-0.1648043845648636,-0.317,-0.1648043845648636,2.0,5.0100827857068335,0,1,C,4.0,3.0,3.0,4.0,1.0,0.77,1.352474169808799,4.6690546875,0.0,0.7249408492478349,1.3794228881398445,0.0,0.4603366202300401,0.951,0.4603366202300401,2.0,0.0,1,2,F,1.0,3.0,3.0,7.0,2.0,0.72,2.1699373378049422,3.01452734375,0.0,1.3167328140546464,0.759455516962987,0.0,-0.1648043845648636,-0.317,-0.1648043845648636,2.0,5.0100827857068335,2.0,3.0,F,1.0,3.0,3.0,7.0,2.0,0.72,2.1754897632487262,3.01452734375,0.0,1.1833785704265298,0.8450381179706221,0.0,-0.1648043845648636,-0.317,-0.1648043845648636,2.0,5.0100827857068335,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,"1-chloro-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane",CDCl3
2_From_Review_431,,F,1.0,3.0,3.0,7.0,2.0,0.72,2.1699373378049422,3.01452734375,0.0,1.3167328140546464,0.759455516962987,0.0,-0.1648043845648636,-0.317,-0.1648043845648636,2.0,5.0100827857068335,0,1,C,4.0,3.0,3.0,4.0,1.0,0.77,1.352474169808799,4.6690546875,0.0,0.7249408492478349,1.3794228881398445,0.0,0.4603366202300401,0.951,0.4603366202300401,2.0,0.0,1,0,F,1.0,3.0,3.0,7.0,0.0,0.72,0.0,3.01452734375,0.0,1.0247576744904046,0.9758404595479452,0.0,-0.1648043845648636,-0.317,-0.1648043845648636,2.0,5.0100827857068335,2.0,3.0,F,1.0,3.0,3.0,7.0,2.0,0.72,2.1754897632487262,3.01452734375,0.0,1.1833785704265298,0.8450381179706221,0.0,-0.1648043845648636,-0.317,-0.1648043845648636,2.0,5.0100827857068335,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,"1-chloro-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane",CDCl3
3_From_Review_431,,F,1.0,3.0,3.0,7.0,2.0,0.72,2.1754897632487262,3.01452734375,0.0,1.1833785704265298,0.8450381179706221,0.0,-0.1648043845648636,-0.317,-0.1648043845648636,2.0,5.0100827857068335,0,1,C,4.0,3.0,3.0,4.0,1.0,0.77,1.352474169808799,4.6690546875,0.0,0.7249408492478349,1.3794228881398445,0.0,0.4603366202300401,0.951,0.4603366202300401,2.0,0.0,1,0,F,1.0,3.0,3.0,7.0,0.0,0.72,0.0,3.01452734375,0.0,1.0247576744904046,0.9758404595479452,0.0,-0.1648043845648636,-0.317,-0.1648043845648636,2.0,5.0100827857068335,2.0,2.0,F,1.0,3.0,3.0,7.0,2.0,0.72,2.1699373378049422,3.01452734375,0.0,1.3167328140546464,0.759455516962987,0.0,-0.1648043845648636,-0.317,-0.1648043845648636,2.0,5.0100827857068335,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,"1-chloro-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane",CDCl3
5_From_Review_431,,F,1.0,3.0,3.0,7.0,3.0,0.72,2.7922919492775105,3.6190546874999994,0.0,1.0306890655421046,0.9702247102757772,0.0,-0.1888910503153017,-0.317,-0.1888910503153017,2.0,4.724631470720675,0,4,C,4.0,3.0,3.0,4.0,2.0,0.77,2.3750529530938884,5.878109374999999,0.0,0.6774959003456379,1.4760236917888807,0.0,0.4087062297528654,0.634,0.4087062297528654,2.0,0.0,1,6,F,1.0,3.0,3.0,7.0,3.0,0.72,3.546939816235962,3.6190546874999994,0.0,1.1926629421428188,0.8384598570685298,0.0,-0.1888910503153017,-0.317,-0.1888910503153017,2.0,4.724631470720675,2.0,14.0,F,1.0,3.0,3.0,7.0,6.0,0.72,2.517349832661325,4.1286875,0.0,0.9094840944070972,1.0995244514439926,0.0,-0.1920078999325157,-0.317,-0.1920078999325157,2.0,4.688175257990624,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,"1-chloro-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane",CDCl3
6_From_Review_431,,F,1.0,3.0,3.0,7.0,3.0,0.72,3.546939816235962,3.6190546874999994,0.0,1.1926629421428188,0.8384598570685298,0.0,-0.1888910503153017,-0.317,-0.1888910503153017,2.0,4.724631470720675,0,4,C,4.0,3.0,3.0,4.0,2.0,0.77,2.3750529530938884,5.878109374999999,0.0,0.6774959003456379,1.4760236917888807,0.0,0.4087062297528654,0.634,0.4087062297528654,2.0,0.0,1,5,F,1.0,3.0,3.0,7.0,3.0,0.72,2.7922919492775105,3.6190546874999994,0.0,1.0306890655421046,0.9702247102757772,0.0,-0.1888910503153017,-0.317,-0.1888910503153017,2.0,4.724631470720675,2.0,7.0,C,4.0,3.0,3.0,4.0,3.0,0.77,2.97611491209597,6.478218749999999,0.0,0.64607520133958,1.547807434686532,0.0,0.3868013281651431,0.634,0.3868013281651431,2.0,0.0,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,"1-chloro-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane",CDCl3
8_From_Review_431,,F,1.0,3.0,3.0,7.0,4.0,0.72,3.5878550082186993,3.919109375,0.0,1.0710223551292426,0.9336873270766862,0.0,-0.1918861638156083,-0.317,-0.1918861638156083,2.0,4.689597072742453,0,7,C,4.0,3.0,3.0,4.0,3.0,0.77,2.97611491209597,6.478218749999999,0.0,0.64607520133958,1.547807434686532,0.0,0.3868013281651431,0.634,0.3868013281651431,2.0,0.0,1,9,F,1.0,3.0,3.0,7.0,4.0,0.72,4.208918750700707,3.919109375,0.0,1.036179637964299,0.965083623882652,0.0,-0.1918861638156083,-0.317,-0.1918861638156083,2.0,4.689597072742453,2.0,10.0,C,4.0,3.0,3.0,4.0,4.0,0.77,2.8898729954792133,6.7694375,0.0,0.6069191320038895,1.6476659694319729,0.0,0.3841371449540445,0.634,0.3841371449540445,2.0,0.0,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,"1-chloro-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane",CDCl3
9_From_Review_431,,F,1.0,3.0,3.0,7.0,4.0,0.72,4.208918750700707,3.919109375,0.0,1.036179637964299,0.965083623882652,0.0,-0.1918861638156083,-0.317,-0.1918861638156083,2.0,4.689597072742453,0,7,C,4.0,3.0,3.0,4.0,3.0,0.77,2.97611491209597,6.478218749999999,0.0,0.64607520133958,1.547807434686532,0.0,0.3868013281651431,0.634,0.3868013281651431,2.0,0.0,1,8,F,1.0,3.0,3.0,7.0,4.0,0.72,3.5878550082186993,3.919109375,0.0,1.0710223551292426,0.9336873270766862,0.0,-0.1918861638156083,-0.317,-0.1918861638156083,2.0,4.689597072742453,2.0,4.0,C,4.0,3.0,3.0,4.0,2.0,0.77,2.3750529530938884,5.878109374999999,0.0,0.6774959003456379,1.4760236917888807,0.0,0.4087062297528654,0.634,0.4087062297528654,2.0,0.0,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,"1-chloro-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane",CDCl3
11_From_Review_431,,F,1.0,3.0,3.0,7.0,5.0,0.72,4.179457914610459,4.06471875,0.0,0.9068837650880848,1.102677143969901,0.0,-0.1920072150413833,-0.317,-0.1920072150413833,2.0,4.688183256693172,0,10,C,4.0,3.0,3.0,4.0,4.0,0.77,2.8898729954792133,6.7694375,0.0,0.6069191320038895,1.6476659694319729,0.0,0.3841371449540445,0.634,0.3841371449540445,2.0,0.0,1,12,F,1.0,3.0,3.0,7.0,5.0,0.72,2.334136786908599,4.06471875,0.0,0.9117749996318169,1.0967618111966322,0.0,-0.1920072150413833,-0.317,-0.1920072150413833,2.0,4.688183256693172,2.0,21.0,F,1.0,3.0,3.0,7.0,8.0,0.72,5.222757652811396,4.114812499999999,0.0,1.0243275405845915,0.9762502328398712,0.0,-0.1900784697538723,-0.317,-0.1900784697538723,2.0,4.7107298133027005,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,"1-chloro-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane",CDCl3
12_From_Review_431,,F,1.0,3.0,3.0,7.0,5.0,0.72,2.334136786908599,4.06471875,0.0,0.9117749996318169,1.0967618111966322,0.0,-0.1920072150413833,-0.317,-0.1920072150413833,2.0,4.688183256693172,0,10,C,4.0,3.0,3.0,4.0,4.0,0.77,2.8898729954792133,6.7694375,0.0,0.6069191320038895,1.6476659694319729,0.0,0.3841371449540445,0.634,0.3841371449540445,2.0,0.0,1,11,F,1.0,3.0,3.0,7.0,5.0,0.72,4.179457914610459,4.06471875,0.0,0.9068837650880848,1.102677143969901,0.0,-0.1920072150413833,-0.317,-0.1920072150413833,2.0,4.688183256693172,2.0,0.0,F,1.0,3.0,3.0,7.0,0.0,0.72,0.0,3.01452734375,0.0,1.0247576744904046,0.9758404595479452,0.0,-0.1648043845648636,-0.317,-0.1648043845648636,2.0,5.0100827857068335,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,"1-chloro-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane",CDCl3
14_From_Review_431,,F,1.0,3.0,3.0,7.0,6.0,0.72,2.517349832661325,4.1286875,0.0,0.9094840944070972,1.0995244514439926,0.0,-0.1920078999325157,-0.317,-0.1920078999325157,2.0,4.688175257990624,0,13,C,4.0,3.0,3.0,4.0,5.0,0.77,3.2287165778370825,6.8973749999999985,0.0,0.6069233685276898,1.647654468184111,0.0,0.3840944876242375,0.634,0.3840944876242375,2.0,0.0,1,15,F,1.0,3.0,3.0,7.0,6.0,0.72,4.292625291124302,4.1286875,0.0,0.9105444353206752,1.0982440408279694,0.0,-0.1920078999325157,-0.317,-0.1920078999325157,2.0,4.688175257990624,2.0,5.0,F,1.0,3.0,3.0,7.0,3.0,0.72,2.7922919492775105,3.6190546874999994,0.0,1.0306890655421046,0.9702247102757772,0.0,-0.1888910503153017,-0.317,-0.1888910503153017,2.0,4.724631470720675,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,"1-chloro-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane",CDCl3
15_From_Review_431,,F,1.0,3.0,3.0,7.0,6.0,0.72,4.292625291124302,4.1286875,0.0,0.9105444353206752,1.0982440408279694,0.0,-0.1920078999325157,-0.317,-0.1920078999325157,2.0,4.688175257990624,0,13,C,4.0,3.0,3.0,4.0,5.0,0.77,3.2287165778370825,6.8973749999999985,0.0,0.6069233685276898,1.647654468184111,0.0,0.3840944876242375,0.634,0.3840944876242375,2.0,0.0,1,14,F,1.0,3.0,3.0,7.0,6.0,0.72,2.517349832661325,4.1286875,0.0,0.9094840944070972,1.0995244514439926,0.0,-0.1920078999325157,-0.317,-0.1920078999325157,2.0,4.688175257990624,2.0,24.0,F,1.0,3.0,3.0,7.0,9.0,0.72,5.917358678498371,4.03003125,0.0,1.0191649601671795,0.981195428692882,0.0,-0.1741414657834123,-0.317,-0.1741414657834123,2.0,4.898646704839414,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,"1-chloro-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane",CDCl3
17_From_Review_431,,F,1.0,3.0,3.0,7.0,7.0,0.72,3.606399402451149,4.143,0.0,1.0351626074264408,0.9660318029513644,0.0,-0.1919314013353067,-0.317,-0.1919314013353067,2.0,4.689068702301924,0,16,C,4.0,3.0,3.0,4.0,6.0,0.77,4.064011473901125,6.925999999999999,0.0,0.6456076995973441,1.5489282433026823,0.0,0.3857371956213778,0.634,0.3857371956213778,2.0,0.0,1,18,F,1.0,3.0,3.0,7.0,7.0,0.72,4.786000392812353,4.143,0.0,1.0686587970513164,0.935752368070368,0.0,-0.1919314013353067,-0.317,-0.1919314013353067,2.0,4.689068702301924,2.0,19.0,C,4.0,3.0,3.0,4.0,7.0,0.77,5.290418919140524,6.869625,0.0,0.6778660337832697,1.475217742389087,0.0,0.3982879306655161,0.634,0.3982879306655161,2.0,0.0,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,"1-chloro-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane",CDCl3
18_From_Review_431,,F,1.0,3.0,3.0,7.0,7.0,0.72,4.786000392812353,4.143,0.0,1.0686587970513164,0.935752368070368,0.0,-0.1919314013353067,-0.317,-0.1919314013353067,2.0,4.689068702301924,0,16,C,4.0,3.0,3.0,4.0,6.0,0.77,4.064011473901125,6.925999999999999,0.0,0.6456076995973441,1.5489282433026823,0.0,0.3857371956213778,0.634,0.3857371956213778,2.0,0.0,1,17,F,1.0,3.0,3.0,7.0,7.0,0.72,3.606399402451149,4.143,0.0,1.0351626074264408,0.9660318029513644,0.0,-0.1919314013353067,-0.317,-0.1919314013353067,2.0,4.689068702301924,2.0,13.0,C,4.0,3.0,3.0,4.0,5.0,0.77,3.2287165778370825,6.8973749999999985,0.0,0.6069233685276898,1.647654468184111,0.0,0.3840944876242375,0.634,0.3840944876242375,2.0,0.0,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,"1-chloro-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane",CDCl3
20_From_Review_431,-120.6,F,1.0,3.0,3.0,7.0,8.0,0.72,6.144205964158428,4.114812499999999,0.0,1.1823971407392122,0.8457395282390645,0.0,-0.1900784697538723,-0.317,-0.1900784697538723,2.0,4.7107298133027005,0,19,C,4.0,3.0,3.0,4.0,7.0,0.77,5.290418919140524,6.869625,0.0,0.6778660337832697,1.475217742389087,0.0,0.3982879306655161,0.634,0.3982879306655161,2.0,0.0,1,21,F,1.0,3.0,3.0,7.0,8.0,0.72,5.222757652811396,4.114812499999999,0.0,1.0243275405845915,0.9762502328398712,0.0,-0.1900784697538723,-0.317,-0.1900784697538723,2.0,4.7107298133027005,2.0,16.0,C,4.0,3.0,3.0,4.0,6.0,0.77,4.064011473901125,6.925999999999999,0.0,0.6456076995973441,1.5489282433026823,0.0,0.3857371956213778,0.634,0.3857371956213778,2.0,0.0,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,"1-chloro-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane",CDCl3
