atomCode_fluorinated_compoundsCode,NMR_Peaks,SMILES_self,AtomDegreeDescriptor-aNeg_self,AtomHybridizationDescriptor-aHyb_self,AtomHybridizationVSEPRDescriptor-hybr_self,AtomValenceDescriptor-val_self,BondsToAtomDescriptor-bondsToAtom_self,CovalentRadiusDescriptor-covalentRadius_self,DistanceToAtomDescriptor-distanceToAtom_self,EffectiveAtomPolarizabilityDescriptor-effAtomPol_self,IPAtomicHOSEDescriptor-ipAtomicHOSE_self,InductiveAtomicHardnessDescriptor-indAtomHardnesss_self,InductiveAtomicSoftnessDescriptor-indAtomSoftness_self,PartialPiChargeDescriptor-pepe_self,PartialSigmaChargeDescriptor-partialSigmaCharge_self,PartialTChargeMMFF94Descriptor-partialTCMMFF94_self,PartialTChargePEOEDescriptor-pepeT_self,PeriodicTablePositionDescriptor-periodicTablePosition_self,PiElectronegativityDescriptor-elecPiA_self,level_0_neighbor1,index_neighbor1,SMILES_neighbor1,AtomDegreeDescriptor-aNeg_neighbor1,AtomHybridizationDescriptor-aHyb_neighbor1,AtomHybridizationVSEPRDescriptor-hybr_neighbor1,AtomValenceDescriptor-val_neighbor1,BondsToAtomDescriptor-bondsToAtom_neighbor1,CovalentRadiusDescriptor-covalentRadius_neighbor1,DistanceToAtomDescriptor-distanceToAtom_neighbor1,EffectiveAtomPolarizabilityDescriptor-effAtomPol_neighbor1,IPAtomicHOSEDescriptor-ipAtomicHOSE_neighbor1,InductiveAtomicHardnessDescriptor-indAtomHardnesss_neighbor1,InductiveAtomicSoftnessDescriptor-indAtomSoftness_neighbor1,PartialPiChargeDescriptor-pepe_neighbor1,PartialSigmaChargeDescriptor-partialSigmaCharge_neighbor1,PartialTChargeMMFF94Descriptor-partialTCMMFF94_neighbor1,PartialTChargePEOEDescriptor-pepeT_neighbor1,PeriodicTablePositionDescriptor-periodicTablePosition_neighbor1,PiElectronegativityDescriptor-elecPiA_neighbor1,level_0_neighbor2,index_neighbor2,SMILES_neighbor2,AtomDegreeDescriptor-aNeg_neighbor2,AtomHybridizationDescriptor-aHyb_neighbor2,AtomHybridizationVSEPRDescriptor-hybr_neighbor2,AtomValenceDescriptor-val_neighbor2,BondsToAtomDescriptor-bondsToAtom_neighbor2,CovalentRadiusDescriptor-covalentRadius_neighbor2,DistanceToAtomDescriptor-distanceToAtom_neighbor2,EffectiveAtomPolarizabilityDescriptor-effAtomPol_neighbor2,IPAtomicHOSEDescriptor-ipAtomicHOSE_neighbor2,InductiveAtomicHardnessDescriptor-indAtomHardnesss_neighbor2,InductiveAtomicSoftnessDescriptor-indAtomSoftness_neighbor2,PartialPiChargeDescriptor-pepe_neighbor2,PartialSigmaChargeDescriptor-partialSigmaCharge_neighbor2,PartialTChargeMMFF94Descriptor-partialTCMMFF94_neighbor2,PartialTChargePEOEDescriptor-pepeT_neighbor2,PeriodicTablePositionDescriptor-periodicTablePosition_neighbor2,PiElectronegativityDescriptor-elecPiA_neighbor2,level_0_neighbor3,index_neighbor3,SMILES_neighbor3,AtomDegreeDescriptor-aNeg_neighbor3,AtomHybridizationDescriptor-aHyb_neighbor3,AtomHybridizationVSEPRDescriptor-hybr_neighbor3,AtomValenceDescriptor-val_neighbor3,BondsToAtomDescriptor-bondsToAtom_neighbor3,CovalentRadiusDescriptor-covalentRadius_neighbor3,DistanceToAtomDescriptor-distanceToAtom_neighbor3,EffectiveAtomPolarizabilityDescriptor-effAtomPol_neighbor3,IPAtomicHOSEDescriptor-ipAtomicHOSE_neighbor3,InductiveAtomicHardnessDescriptor-indAtomHardnesss_neighbor3,InductiveAtomicSoftnessDescriptor-indAtomSoftness_neighbor3,PartialPiChargeDescriptor-pepe_neighbor3,PartialSigmaChargeDescriptor-partialSigmaCharge_neighbor3,PartialTChargeMMFF94Descriptor-partialTCMMFF94_neighbor3,PartialTChargePEOEDescriptor-pepeT_neighbor3,PeriodicTablePositionDescriptor-periodicTablePosition_neighbor3,PiElectronegativityDescriptor-elecPiA_neighbor3,level_0_neighbor4,index_neighbor4,SMILES_neighbor4,AtomDegreeDescriptor-aNeg_neighbor4,AtomHybridizationDescriptor-aHyb_neighbor4,AtomHybridizationVSEPRDescriptor-hybr_neighbor4,AtomValenceDescriptor-val_neighbor4,BondsToAtomDescriptor-bondsToAtom_neighbor4,CovalentRadiusDescriptor-covalentRadius_neighbor4,DistanceToAtomDescriptor-distanceToAtom_neighbor4,EffectiveAtomPolarizabilityDescriptor-effAtomPol_neighbor4,IPAtomicHOSEDescriptor-ipAtomicHOSE_neighbor4,InductiveAtomicHardnessDescriptor-indAtomHardnesss_neighbor4,InductiveAtomicSoftnessDescriptor-indAtomSoftness_neighbor4,PartialPiChargeDescriptor-pepe_neighbor4,PartialSigmaChargeDescriptor-partialSigmaCharge_neighbor4,PartialTChargeMMFF94Descriptor-partialTCMMFF94_neighbor4,PartialTChargePEOEDescriptor-pepeT_neighbor4,PeriodicTablePositionDescriptor-periodicTablePosition_neighbor4,PiElectronegativityDescriptor-elecPiA_neighbor4,level_0_neighbor5,index_neighbor5,SMILES_neighbor5,AtomDegreeDescriptor-aNeg_neighbor5,AtomHybridizationDescriptor-aHyb_neighbor5,AtomHybridizationVSEPRDescriptor-hybr_neighbor5,AtomValenceDescriptor-val_neighbor5,BondsToAtomDescriptor-bondsToAtom_neighbor5,CovalentRadiusDescriptor-covalentRadius_neighbor5,DistanceToAtomDescriptor-distanceToAtom_neighbor5,EffectiveAtomPolarizabilityDescriptor-effAtomPol_neighbor5,IPAtomicHOSEDescriptor-ipAtomicHOSE_neighbor5,InductiveAtomicHardnessDescriptor-indAtomHardnesss_neighbor5,InductiveAtomicSoftnessDescriptor-indAtomSoftness_neighbor5,PartialPiChargeDescriptor-pepe_neighbor5,PartialSigmaChargeDescriptor-partialSigmaCharge_neighbor5,PartialTChargeMMFF94Descriptor-partialTCMMFF94_neighbor5,PartialTChargePEOEDescriptor-pepeT_neighbor5,PeriodicTablePositionDescriptor-periodicTablePosition_neighbor5,PiElectronegativityDescriptor-elecPiA_neighbor5,SMILES,Compound name,Solvent_used_for_NMR
20_COOH_9,-121.74,F,1.0,3.0,3.0,7.0,8.0,0.72,8.847746475233114,4.20791796875,0.0,0.794600122444168,1.2584946462429778,0.0,-0.1920091202566326,-0.317,-0.1920091202566326,2.0,4.6881610060896755,0,18,C,4.0,3.0,3.0,4.0,7.0,0.77,7.567287669303975,7.0558359374999995,0.0,0.5599643032373599,1.7858281219331869,0.0,0.3840182415959452,0.634,0.3840182415959452,2.0,0.0,1,19,F,1.0,3.0,3.0,7.0,8.0,0.72,7.567469797759355,4.20791796875,0.0,0.8984193940928247,1.1130659095018156,0.0,-0.1920091202566326,-0.317,-0.1920091202566326,2.0,4.6881610060896755,2.0,21,C,4.0,3.0,3.0,4.0,8.0,0.77,7.65569637328963,7.047511718749999,0.0,0.5591719116234551,1.788358784146864,0.0,0.3840182405132653,0.634,0.3840182405132653,2.0,0.0,3.0,28,F,1.0,3.0,3.0,7.0,11.0,0.72,9.433956608443776,4.150923339843749,0.0,0.7436418570762816,1.3447333423801904,0.0,-0.192009111043922,-0.317,-0.192009111043922,2.0,4.688161113682862,4.0,15,C,4.0,3.0,3.0,4.0,6.0,0.77,6.669991758615598,7.044078125000001,0.0,0.5568925959005531,1.7956783899827151,0.0,0.3840184624474857,0.634,0.3840184624474857,2.0,0.0,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorotetradecanoic acid,CD3OD
22_COOH_9,-121.74,F,1.0,3.0,3.0,7.0,9.0,0.72,6.615398919188471,4.2037558593750015,0.0,0.8388704570660825,1.19207917214949,0.0,-0.1920091202566326,-0.317,-0.1920091202566326,2.0,4.6881610060896755,0,21,C,4.0,3.0,3.0,4.0,8.0,0.77,7.65569637328963,7.047511718749999,0.0,0.5591719116234551,1.788358784146864,0.0,0.3840182405132653,0.634,0.3840182405132653,2.0,0.0,1,23,F,1.0,3.0,3.0,7.0,9.0,0.72,8.718504850030195,4.2037558593750015,0.0,0.8532343391406197,1.1720109636084304,0.0,-0.1920091202566326,-0.317,-0.1920091202566326,2.0,4.6881610060896755,2.0,14,F,1.0,3.0,3.0,7.0,6.0,0.72,4.91613840936156,4.183179687500001,0.0,0.7644995965569159,1.3080451637956507,0.0,-0.1920088953131002,-0.317,-0.1920088953131002,2.0,4.688163633155179,3.0,18,C,4.0,3.0,3.0,4.0,7.0,0.77,7.567287669303975,7.0558359374999995,0.0,0.5599643032373599,1.7858281219331869,0.0,0.3840182415959452,0.634,0.3840182415959452,2.0,0.0,4.0,24,C,4.0,3.0,3.0,4.0,9.0,0.77,8.106610420514851,7.014943359375001,0.0,0.5618155022452208,1.779943764462948,0.0,0.3840182497259758,0.634,0.3840182497259758,2.0,0.0,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorotetradecanoic acid,CD3OD
23_COOH_9,-121.74,F,1.0,3.0,3.0,7.0,9.0,0.72,8.718504850030195,4.2037558593750015,0.0,0.8532343391406197,1.1720109636084304,0.0,-0.1920091202566326,-0.317,-0.1920091202566326,2.0,4.6881610060896755,0,21,C,4.0,3.0,3.0,4.0,8.0,0.77,7.65569637328963,7.047511718749999,0.0,0.5591719116234551,1.788358784146864,0.0,0.3840182405132653,0.634,0.3840182405132653,2.0,0.0,1,22,F,1.0,3.0,3.0,7.0,9.0,0.72,6.615398919188471,4.2037558593750015,0.0,0.8388704570660825,1.19207917214949,0.0,-0.1920091202566326,-0.317,-0.1920091202566326,2.0,4.6881610060896755,2.0,24,C,4.0,3.0,3.0,4.0,9.0,0.77,8.106610420514851,7.014943359375001,0.0,0.5618155022452208,1.779943764462948,0.0,0.3840182497259758,0.634,0.3840182497259758,2.0,0.0,3.0,18,C,4.0,3.0,3.0,4.0,7.0,0.77,7.567287669303975,7.0558359374999995,0.0,0.5599643032373599,1.7858281219331869,0.0,0.3840182415959452,0.634,0.3840182415959452,2.0,0.0,4.0,31,F,1.0,3.0,3.0,7.0,12.0,0.72,10.574998713947911,4.075836669921875,0.0,0.8085881060387314,1.2367236081408548,0.0,-0.1920072209392953,-0.317,-0.1920072209392953,2.0,4.6881831878126485,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorotetradecanoic acid,CD3OD
25_COOH_9,-121.74,F,1.0,3.0,3.0,7.0,10.0,0.72,7.225373360595285,4.187471679687499,0.0,0.7972288137279295,1.254345029658286,0.0,-0.1920091202566326,-0.317,-0.1920091202566326,2.0,4.6881610060896755,0,24,C,4.0,3.0,3.0,4.0,9.0,0.77,8.106610420514851,7.014943359375001,0.0,0.5618155022452208,1.779943764462948,0.0,0.3840182497259758,0.634,0.3840182497259758,2.0,0.0,1,26,F,1.0,3.0,3.0,7.0,10.0,0.72,8.394543216280443,4.187471679687499,0.0,0.9095686285541592,1.099422263045274,0.0,-0.1920091202566326,-0.317,-0.1920091202566326,2.0,4.6881610060896755,2.0,21,C,4.0,3.0,3.0,4.0,8.0,0.77,7.65569637328963,7.047511718749999,0.0,0.5591719116234551,1.788358784146864,0.0,0.3840182405132653,0.634,0.3840182405132653,2.0,0.0,3.0,16,F,1.0,3.0,3.0,7.0,7.0,0.72,7.15670980828481,4.2020390625,0.0,0.7741697164988027,1.2917064290792968,0.0,-0.1920091191739526,-0.317,-0.1920091191739526,2.0,4.6881610187340526,4.0,27,C,4.0,3.0,3.0,4.0,10.0,0.77,9.442518488729585,6.9418466796875,0.0,0.5541758996687433,1.804481213632254,0.0,0.3840201142238484,0.634,0.3840201142238484,2.0,0.0,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorotetradecanoic acid,CD3OD
26_COOH_9,-121.74,F,1.0,3.0,3.0,7.0,10.0,0.72,8.394543216280443,4.187471679687499,0.0,0.9095686285541592,1.099422263045274,0.0,-0.1920091202566326,-0.317,-0.1920091202566326,2.0,4.6881610060896755,0,24,C,4.0,3.0,3.0,4.0,9.0,0.77,8.106610420514851,7.014943359375001,0.0,0.5618155022452208,1.779943764462948,0.0,0.3840182497259758,0.634,0.3840182497259758,2.0,0.0,1,25,F,1.0,3.0,3.0,7.0,10.0,0.72,7.225373360595285,4.187471679687499,0.0,0.7972288137279295,1.254345029658286,0.0,-0.1920091202566326,-0.317,-0.1920091202566326,2.0,4.6881610060896755,2.0,21,C,4.0,3.0,3.0,4.0,8.0,0.77,7.65569637328963,7.047511718749999,0.0,0.5591719116234551,1.788358784146864,0.0,0.3840182405132653,0.634,0.3840182405132653,2.0,0.0,3.0,27,C,4.0,3.0,3.0,4.0,10.0,0.77,9.442518488729585,6.9418466796875,0.0,0.5541758996687433,1.804481213632254,0.0,0.3840201142238484,0.634,0.3840201142238484,2.0,0.0,4.0,32,F,1.0,3.0,3.0,7.0,12.0,0.72,10.672331228461756,4.075836669921875,0.0,0.904618386030528,1.1054385091463894,0.0,-0.1920072209392953,-0.317,-0.1920072209392953,2.0,4.6881831878126485,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorotetradecanoic acid,CD3OD
28_COOH_9,-121.74,F,1.0,3.0,3.0,7.0,11.0,0.72,9.433956608443776,4.150923339843749,0.0,0.7436418570762816,1.3447333423801904,0.0,-0.192009111043922,-0.317,-0.192009111043922,2.0,4.688161113682862,0,27,C,4.0,3.0,3.0,4.0,10.0,0.77,9.442518488729585,6.9418466796875,0.0,0.5541758996687433,1.804481213632254,0.0,0.3840201142238484,0.634,0.3840201142238484,2.0,0.0,1,29,F,1.0,3.0,3.0,7.0,11.0,0.72,9.876968539486192,4.150923339843749,0.0,0.8730602685116272,1.1453962985909056,0.0,-0.192009111043922,-0.317,-0.192009111043922,2.0,4.688161113682862,2.0,38,F,1.0,3.0,3.0,7.0,14.0,0.72,11.6473697842045,3.621834167480469,0.0,0.9039682795836856,1.1062335068444449,0.0,-0.1888910503153017,-0.317,-0.1888910503153017,2.0,4.724631470720675,3.0,20,F,1.0,3.0,3.0,7.0,8.0,0.72,8.847746475233114,4.20791796875,0.0,0.794600122444168,1.2584946462429778,0.0,-0.1920091202566326,-0.317,-0.1920091202566326,2.0,4.6881610060896755,4.0,24,C,4.0,3.0,3.0,4.0,9.0,0.77,8.106610420514851,7.014943359375001,0.0,0.5618155022452208,1.779943764462948,0.0,0.3840182497259758,0.634,0.3840182497259758,2.0,0.0,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorotetradecanoic acid,CD3OD
29_COOH_9,-121.74,F,1.0,3.0,3.0,7.0,11.0,0.72,9.876968539486192,4.150923339843749,0.0,0.8730602685116272,1.1453962985909056,0.0,-0.192009111043922,-0.317,-0.192009111043922,2.0,4.688161113682862,0,27,C,4.0,3.0,3.0,4.0,10.0,0.77,9.442518488729585,6.9418466796875,0.0,0.5541758996687433,1.804481213632254,0.0,0.3840201142238484,0.634,0.3840201142238484,2.0,0.0,1,28,F,1.0,3.0,3.0,7.0,11.0,0.72,9.433956608443776,4.150923339843749,0.0,0.7436418570762816,1.3447333423801904,0.0,-0.192009111043922,-0.317,-0.192009111043922,2.0,4.688161113682862,2.0,24,C,4.0,3.0,3.0,4.0,9.0,0.77,8.106610420514851,7.014943359375001,0.0,0.5618155022452208,1.779943764462948,0.0,0.3840182497259758,0.634,0.3840182497259758,2.0,0.0,3.0,30,C,4.0,3.0,3.0,4.0,11.0,0.77,10.600760526018876,6.79167333984375,0.0,0.5741956630086326,1.7415666199223203,0.0,0.38413595023615,0.634,0.38413595023615,2.0,0.0,4.0,35,F,1.0,3.0,3.0,7.0,13.0,0.72,12.280579519306082,3.9246683349609377,0.0,0.9550630735171984,1.0470512657528608,0.0,-0.1918861638156083,-0.317,-0.1918861638156083,2.0,4.689597072742453,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorotetradecanoic acid,CD3OD
31_COOH_9,-122.81,F,1.0,3.0,3.0,7.0,12.0,0.72,10.574998713947911,4.075836669921875,0.0,0.8085881060387314,1.2367236081408548,0.0,-0.1920072209392953,-0.317,-0.1920072209392953,2.0,4.6881831878126485,0,30,C,4.0,3.0,3.0,4.0,11.0,0.77,10.600760526018876,6.79167333984375,0.0,0.5741956630086326,1.7415666199223203,0.0,0.38413595023615,0.634,0.38413595023615,2.0,0.0,1,32,F,1.0,3.0,3.0,7.0,12.0,0.72,10.672331228461756,4.075836669921875,0.0,0.904618386030528,1.1054385091463894,0.0,-0.1920072209392953,-0.317,-0.1920072209392953,2.0,4.6881831878126485,2.0,27,C,4.0,3.0,3.0,4.0,10.0,0.77,9.442518488729585,6.9418466796875,0.0,0.5541758996687433,1.804481213632254,0.0,0.3840201142238484,0.634,0.3840201142238484,2.0,0.0,3.0,33,C,4.0,3.0,3.0,4.0,12.0,0.77,11.97072472033335,6.489336669921874,0.0,0.6093402257690452,1.641119292162117,0.0,0.3868013222672311,0.634,0.3868013222672311,2.0,0.0,4.0,23,F,1.0,3.0,3.0,7.0,9.0,0.72,8.718504850030195,4.2037558593750015,0.0,0.8532343391406197,1.1720109636084304,0.0,-0.1920091202566326,-0.317,-0.1920091202566326,2.0,4.6881610060896755,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorotetradecanoic acid,CD3OD
32_COOH_9,-122.81,F,1.0,3.0,3.0,7.0,12.0,0.72,10.672331228461756,4.075836669921875,0.0,0.904618386030528,1.1054385091463894,0.0,-0.1920072209392953,-0.317,-0.1920072209392953,2.0,4.6881831878126485,0,30,C,4.0,3.0,3.0,4.0,11.0,0.77,10.600760526018876,6.79167333984375,0.0,0.5741956630086326,1.7415666199223203,0.0,0.38413595023615,0.634,0.38413595023615,2.0,0.0,1,31,F,1.0,3.0,3.0,7.0,12.0,0.72,10.574998713947911,4.075836669921875,0.0,0.8085881060387314,1.2367236081408548,0.0,-0.1920072209392953,-0.317,-0.1920072209392953,2.0,4.6881831878126485,2.0,33,C,4.0,3.0,3.0,4.0,12.0,0.77,11.97072472033335,6.489336669921874,0.0,0.6093402257690452,1.641119292162117,0.0,0.3868013222672311,0.634,0.3868013222672311,2.0,0.0,3.0,27,C,4.0,3.0,3.0,4.0,10.0,0.77,9.442518488729585,6.9418466796875,0.0,0.5541758996687433,1.804481213632254,0.0,0.3840201142238484,0.634,0.3840201142238484,2.0,0.0,4.0,26,F,1.0,3.0,3.0,7.0,10.0,0.72,8.394543216280443,4.187471679687499,0.0,0.9095686285541592,1.099422263045274,0.0,-0.1920091202566326,-0.317,-0.1920091202566326,2.0,4.6881610060896755,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorotetradecanoic acid,CD3OD
34_COOH_9,-122.98,F,1.0,3.0,3.0,7.0,13.0,0.72,12.923290777507098,3.9246683349609377,0.0,0.9906673936563152,1.009420524389362,0.0,-0.1918861638156083,-0.317,-0.1918861638156083,2.0,4.689597072742453,0,33,C,4.0,3.0,3.0,4.0,12.0,0.77,11.97072472033335,6.489336669921874,0.0,0.6093402257690452,1.641119292162117,0.0,0.3868013222672311,0.634,0.3868013222672311,2.0,0.0,1,35,F,1.0,3.0,3.0,7.0,13.0,0.72,12.280579519306082,3.9246683349609377,0.0,0.9550630735171984,1.0470512657528608,0.0,-0.1918861638156083,-0.317,-0.1918861638156083,2.0,4.689597072742453,2.0,30,C,4.0,3.0,3.0,4.0,11.0,0.77,10.600760526018876,6.79167333984375,0.0,0.5741956630086326,1.7415666199223203,0.0,0.38413595023615,0.634,0.38413595023615,2.0,0.0,3.0,36,C,4.0,3.0,3.0,4.0,13.0,0.77,12.297190262820203,5.883668334960937,0.0,0.6259988708784898,1.5974469707855208,0.0,0.4087062297528653,0.634,0.4087062297528653,2.0,0.0,4.0,40,F,1.0,3.0,3.0,7.0,15.0,0.72,14.564465167660638,3.0159170837402347,0.0,1.1825962270863593,0.8455971506553562,0.0,-0.1648043845648636,-0.317,-0.1648043845648636,2.0,5.0100827857068335,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorotetradecanoic acid,CD3OD
35_COOH_9,-122.98,F,1.0,3.0,3.0,7.0,13.0,0.72,12.280579519306082,3.9246683349609377,0.0,0.9550630735171984,1.0470512657528608,0.0,-0.1918861638156083,-0.317,-0.1918861638156083,2.0,4.689597072742453,0,33,C,4.0,3.0,3.0,4.0,12.0,0.77,11.97072472033335,6.489336669921874,0.0,0.6093402257690452,1.641119292162117,0.0,0.3868013222672311,0.634,0.3868013222672311,2.0,0.0,1,34,F,1.0,3.0,3.0,7.0,13.0,0.72,12.923290777507098,3.9246683349609377,0.0,0.9906673936563152,1.009420524389362,0.0,-0.1918861638156083,-0.317,-0.1918861638156083,2.0,4.689597072742453,2.0,36,C,4.0,3.0,3.0,4.0,13.0,0.77,12.297190262820203,5.883668334960937,0.0,0.6259988708784898,1.5974469707855208,0.0,0.4087062297528653,0.634,0.4087062297528653,2.0,0.0,3.0,30,C,4.0,3.0,3.0,4.0,11.0,0.77,10.600760526018876,6.79167333984375,0.0,0.5741956630086326,1.7415666199223203,0.0,0.38413595023615,0.634,0.38413595023615,2.0,0.0,4.0,29,F,1.0,3.0,3.0,7.0,11.0,0.72,9.876968539486192,4.150923339843749,0.0,0.8730602685116272,1.1453962985909056,0.0,-0.192009111043922,-0.317,-0.192009111043922,2.0,4.688161113682862,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorotetradecanoic acid,CD3OD
37_COOH_9,-126.22,F,1.0,3.0,3.0,7.0,14.0,0.72,12.068316245442029,3.621834167480469,0.0,0.9329378539366322,1.071882758085538,0.0,-0.1888910503153017,-0.317,-0.1888910503153017,2.0,4.724631470720675,0,36,C,4.0,3.0,3.0,4.0,13.0,0.77,12.297190262820203,5.883668334960937,0.0,0.6259988708784898,1.5974469707855208,0.0,0.4087062297528653,0.634,0.4087062297528653,2.0,0.0,1,38,F,1.0,3.0,3.0,7.0,14.0,0.72,11.6473697842045,3.621834167480469,0.0,0.9039682795836856,1.1062335068444449,0.0,-0.1888910503153017,-0.317,-0.1888910503153017,2.0,4.724631470720675,2.0,33,C,4.0,3.0,3.0,4.0,12.0,0.77,11.97072472033335,6.489336669921874,0.0,0.6093402257690452,1.641119292162117,0.0,0.3868013222672311,0.634,0.3868013222672311,2.0,0.0,3.0,39,C,4.0,3.0,3.0,4.0,14.0,0.77,13.785546162557363,4.67183416748047,0.0,0.7263932232791327,1.3766648255413692,0.0,0.4603366202300399,0.951,0.4603366202300399,2.0,0.0,4.0,31,F,1.0,3.0,3.0,7.0,12.0,0.72,10.574998713947911,4.075836669921875,0.0,0.8085881060387314,1.2367236081408548,0.0,-0.1920072209392953,-0.317,-0.1920072209392953,2.0,4.6881831878126485,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorotetradecanoic acid,CD3OD
38_COOH_9,-126.22,F,1.0,3.0,3.0,7.0,14.0,0.72,11.6473697842045,3.621834167480469,0.0,0.9039682795836856,1.1062335068444449,0.0,-0.1888910503153017,-0.317,-0.1888910503153017,2.0,4.724631470720675,0,36,C,4.0,3.0,3.0,4.0,13.0,0.77,12.297190262820203,5.883668334960937,0.0,0.6259988708784898,1.5974469707855208,0.0,0.4087062297528653,0.634,0.4087062297528653,2.0,0.0,1,37,F,1.0,3.0,3.0,7.0,14.0,0.72,12.068316245442029,3.621834167480469,0.0,0.9329378539366322,1.071882758085538,0.0,-0.1888910503153017,-0.317,-0.1888910503153017,2.0,4.724631470720675,2.0,28,F,1.0,3.0,3.0,7.0,11.0,0.72,9.433956608443776,4.150923339843749,0.0,0.7436418570762816,1.3447333423801904,0.0,-0.192009111043922,-0.317,-0.192009111043922,2.0,4.688161113682862,3.0,33,C,4.0,3.0,3.0,4.0,12.0,0.77,11.97072472033335,6.489336669921874,0.0,0.6093402257690452,1.641119292162117,0.0,0.3868013222672311,0.634,0.3868013222672311,2.0,0.0,4.0,39,C,4.0,3.0,3.0,4.0,14.0,0.77,13.785546162557363,4.67183416748047,0.0,0.7263932232791327,1.3766648255413692,0.0,0.4603366202300399,0.951,0.4603366202300399,2.0,0.0,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorotetradecanoic acid,CD3OD
40_COOH_9,-80.93,F,1.0,3.0,3.0,7.0,15.0,0.72,14.564465167660638,3.0159170837402347,0.0,1.1825962270863593,0.8455971506553562,0.0,-0.1648043845648636,-0.317,-0.1648043845648636,2.0,5.0100827857068335,0,39,C,4.0,3.0,3.0,4.0,14.0,0.77,13.785546162557363,4.67183416748047,0.0,0.7263932232791327,1.3766648255413692,0.0,0.4603366202300399,0.951,0.4603366202300399,2.0,0.0,1,41,F,1.0,3.0,3.0,7.0,15.0,0.72,14.244739858628517,3.0159170837402347,0.0,1.259135740120263,0.7941955486899989,0.0,-0.1648043845648636,-0.317,-0.1648043845648636,2.0,5.0100827857068335,2.0,42,F,1.0,3.0,3.0,7.0,15.0,0.72,14.199733233409704,3.0159170837402347,0.0,1.1741494626829634,0.8516803284268195,0.0,-0.1648043845648636,-0.317,-0.1648043845648636,2.0,5.0100827857068335,3.0,36,C,4.0,3.0,3.0,4.0,13.0,0.77,12.297190262820203,5.883668334960937,0.0,0.6259988708784898,1.5974469707855208,0.0,0.4087062297528653,0.634,0.4087062297528653,2.0,0.0,4.0,34,F,1.0,3.0,3.0,7.0,13.0,0.72,12.923290777507098,3.9246683349609377,0.0,0.9906673936563152,1.009420524389362,0.0,-0.1918861638156083,-0.317,-0.1918861638156083,2.0,4.689597072742453,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorotetradecanoic acid,CD3OD
