,0,1,2,3,4,5,NMR_Peaks
0_From_Review_483,F-1;C(//),F-1;C(*C*C//),"F-1;C(*C*C/*N,*N/)","F-1;C(*C*C/*N,*N/*C,*&)","F-1;C(*C*C/*N,*N/*C,*&)*&F/","F-1;C(*C*C/*N,*N/*C,*&)*&F/,/",-141.0
0_From_Review_396,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/&,&FF,FF,/)","F-1;C(CCF/&,&FF,FF,/,,,,)","F-1;C(CCF/&,&FF,FF,/,,,,)/","F-1;C(CCF/&,&FF,FF,/,,,,)//",-159.0
2_From_Review_396,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/&,&FF,FF,/)","F-1;C(CCF/&,&FF,FF,/,,,,)","F-1;C(CCF/&,&FF,FF,/,,,,)/","F-1;C(CCF/&,&FF,FF,/,,,,)//",-159
4_From_Review_396,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/&,&FF,FF,/)","F-1;C(CCF/&,&FF,FF,/,,,,)","F-1;C(CCF/&,&FF,FF,/,,,,)/","F-1;C(CCF/&,&FF,FF,/,,,,)//",-159.0
5_From_Review_396,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/&,&FF,FF,/)","F-1;C(CCF/&,&FF,FF,/,,,,)","F-1;C(CCF/&,&FF,FF,/,,,,)/","F-1;C(CCF/&,&FF,FF,/,,,,)//",-159.0
7_From_Review_396,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/&,&FF,FF,/)","F-1;C(CCF/&,&FF,FF,/,,,,)","F-1;C(CCF/&,&FF,FF,/,,,,)/","F-1;C(CCF/&,&FF,FF,/,,,,)//",-159.0
8_From_Review_396,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/&,&FF,FF,/)","F-1;C(CCF/&,&FF,FF,/,,,,)","F-1;C(CCF/&,&FF,FF,/,,,,)/","F-1;C(CCF/&,&FF,FF,/,,,,)//",-159.0
6_From_Review_180,F-1;C(//),F-1;C(=CC//),"F-1;C(=CC/C,=OO/)","F-1;C(=CC/C,=OO/*C*C,,C)","F-1;C(=CC/C,=OO/*C*C,,C)*C,*C,C/","F-1;C(=CC/C,=OO/*C*C,,C)*C,*C,C/*C,*&,/",-118.0
8_From_Review_345,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/=C,,/)","F-1;C(CFF/=C,,/\C)","F-1;C(CFF/=C,,/\C)*C*C/","F-1;C(CFF/=C,,/\C)*C*C/*C,*C/",-64.0
9_From_Review_345,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/=C,,/)","F-1;C(CFF/=C,,/\C)","F-1;C(CFF/=C,,/\C)*C*C/","F-1;C(CFF/=C,,/\C)*C*C/*C,*C/",-64.0
10_From_Review_345,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/=C,,/)","F-1;C(CFF/=C,,/\C)","F-1;C(CFF/=C,,/\C)*C*C/","F-1;C(CFF/=C,,/\C)*C*C/*C,*C/",-64.0
4_From_Review_59,F-1;C(//),F-1;C(S//),F-1;C(S/=O=OC/),"F-1;C(S/=O=OC/,,C)","F-1;C(S/=O=OC/,,C)*C*C/","F-1;C(S/=O=OC/,,C)*C*C/*C,*C/",-212.0
4_From_Review_247,F-1;C(//),F-1;C(CF//),"F-1;C(CF/=OO,/)","F-1;C(CF/=OO,/,)","F-1;C(CF/=OO,/,)/","F-1;C(CF/=OO,/,)//",-127.0
5_From_Review_247,F-1;C(//),F-1;C(CF//),"F-1;C(CF/=OO,/)","F-1;C(CF/=OO,/,)","F-1;C(CF/=OO,/,)/","F-1;C(CF/=OO,/,)//",-127.0
6_From_Review_272,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/C,,/)","F-1;C(CFF/C,,/C)","F-1;C(CFF/C,,/C)C/","F-1;C(CFF/C,,/C)C/C/",-68.0
7_From_Review_272,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/C,,/)","F-1;C(CFF/C,,/C)","F-1;C(CFF/C,,/C)C/","F-1;C(CFF/C,,/C)C/C/",-68.0
8_From_Review_272,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/C,,/)","F-1;C(CFF/C,,/C)","F-1;C(CFF/C,,/C)C/","F-1;C(CFF/C,,/C)C/C/",-68.0
8_From_Review_129,F-1;C(//),F-1;C(=CC//),"F-1;C(=CC/\C,%C/)","F-1;C(=CC/\C,%C/*C*C,C)","F-1;C(=CC/\C,%C/*C*C,C)*C,*C,*C*C/","F-1;C(=CC/\C,%C/*C*C,C)*C,*C,*C*C/*C,*&,*C,*C/",-105.5
2_From_Review_210,F-1;C(//),F-1;C(CFCl//),"F-1;C(CFCl/,,/)","F-1;C(CFCl/,,/)","F-1;C(CFCl/,,/)/","F-1;C(CFCl/,,/)//",-46
3_From_Review_210,F-1;C(//),F-1;C(CFCl//),"F-1;C(CFCl/,,/)","F-1;C(CFCl/,,/)","F-1;C(CFCl/,,/)/","F-1;C(CFCl/,,/)//",-46.0
4_Short_4,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/=OO,,/)","F-1;C(CFF/=OO,,/,)","F-1;C(CFF/=OO,,/,)/","F-1;C(CFF/=OO,,/,)//",-75.0
5_Short_4,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/=OO,,/)","F-1;C(CFF/=OO,,/,)","F-1;C(CFF/=OO,,/,)/","F-1;C(CFF/=OO,,/,)//",-75.0
6_Short_4,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/=OO,,/)","F-1;C(CFF/=OO,,/,)","F-1;C(CFF/=OO,,/,)/","F-1;C(CFF/=OO,,/,)//",-75.0
0_From_Review_124,F-1;C(//),F-1;C(=CC//),"F-1;C(=CC/C,&/)","F-1;C(=CC/C,&/&)","F-1;C(=CC/C,&/&)/","F-1;C(=CC/C,&/&)//",-85.0
5_From_Review_323,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/C,,/)","F-1;C(CFF/C,,/=OC)","F-1;C(CFF/C,,/=OC),/","F-1;C(CFF/C,,/=OC),//",-63.0
6_From_Review_323,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/C,,/)","F-1;C(CFF/C,,/=OC)","F-1;C(CFF/C,,/=OC),/","F-1;C(CFF/C,,/=OC),//",-63.0
7_From_Review_323,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/C,,/)","F-1;C(CFF/C,,/=OC)","F-1;C(CFF/C,,/=OC),/","F-1;C(CFF/C,,/=OC),//",-63.0
8_From_Review_191,F-1;C(//),F-1;C(C//),F-1;C(C/=C/),F-1;C(C/=C/\C),F-1;C(C/=C/\C)=OO/,"F-1;C(C/=C/\C)=OO/,C/",-224.0
8_From_Review_95,F-1;C(//),F-1;C(CCC//),"F-1;C(CCC/=OO,,/)","F-1;C(CCC/=OO,,/,C)","F-1;C(CCC/=OO,,/,C)C/","F-1;C(CCC/=OO,,/,C)C//",-148.0
4_COOH_8,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,=OO,/)","F-1;C(CCF/CFF,=OO,/CFF,,,,)","F-1;C(CCF/CFF,=OO,/CFF,,,,)CFF,,/","F-1;C(CCF/CFF,=OO,/CFF,,,,)CFF,,/CFF,,/",-119.17
5_COOH_8,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,=OO,/)","F-1;C(CCF/CFF,=OO,/CFF,,,,)","F-1;C(CCF/CFF,=OO,/CFF,,,,)CFF,,/","F-1;C(CCF/CFF,=OO,/CFF,,,,)CFF,,/CFF,,/",-119.17
7_COOH_8,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,CFF,/)","F-1;C(CCF/CFF,CFF,/CFF,,,=OO,,)","F-1;C(CCF/CFF,CFF,/CFF,,,=OO,,)CFF,,,,/","F-1;C(CCF/CFF,CFF,/CFF,,,=OO,,)CFF,,,,/CFF,,/",-121.89
8_COOH_8,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,CFF,/)","F-1;C(CCF/CFF,CFF,/CFF,,,=OO,,)","F-1;C(CCF/CFF,CFF,/CFF,,,=OO,,)CFF,,,,/","F-1;C(CCF/CFF,CFF,/CFF,,,=OO,,)CFF,,,,/CFF,,/",-121.89
10_COOH_8,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/CFF,CFF,,,,)","F-1;C(CCF/C,C,FF,FF,/CFF,CFF,,,,)CFF,,,=OO,,/","F-1;C(CCF/C,C,FF,FF,/CFF,CFF,,,,)CFF,,,=OO,,/CFF,,,,/",-121.89
11_COOH_8,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/CFF,CFF,,,,)","F-1;C(CCF/C,C,FF,FF,/CFF,CFF,,,,)CFF,,,=OO,,/","F-1;C(CCF/C,C,FF,FF,/CFF,CFF,,,,)CFF,,,=OO,,/CFF,,,,/",-121.89
13_COOH_8,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)CFF,CFF,,,,/","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)CFF,CFF,,,,/CFF,,,=OO,,/",-121.89
14_COOH_8,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)CFF,CFF,,,,/","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)CFF,CFF,,,,/CFF,,,=OO,,/",-121.89
16_COOH_8,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)C,C,FF,FF,,,,/","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)C,C,FF,FF,,,,/CFF,CFF,,,,/",-121.89
17_COOH_8,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)C,C,FF,FF,,,,/","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)C,C,FF,FF,,,,/CFF,CFF,,,,/",-121.89
19_COOH_8,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)C,C,FF,FF,,,,/","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)C,C,FF,FF,,,,/C,C,FF,FF,,,,/",-121.89
20_COOH_8,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)C,C,FF,FF,,,,/","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)C,C,FF,FF,,,,/C,C,FF,FF,,,,/",-121.89
22_COOH_8,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)C,C,FF,FF,,,,/","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)C,CFF,FF,,,,/CFF,FFF,,,,/",-122.83
23_COOH_8,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)C,C,FF,FF,,,,/","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)C,CFF,FF,,,,/CFF,FFF,,,,/",-122.83
25_COOH_8,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)","F-1;C(CCF/C,C,FF,FF,/C,CFF,FF,,,,)CFF,FFF,,,,/","F-1;C(CCF/C,C,FF,FF,/C,CFF,FF,,,,)CFF,FFF,,,,/CFF,,,,,/",-122.83
26_COOH_8,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)","F-1;C(CCF/C,C,FF,FF,/C,CFF,FF,,,,)CFF,FFF,,,,/","F-1;C(CCF/C,C,FF,FF,/C,CFF,FF,,,,)CFF,FFF,,,,/CFF,,,,,/",-122.83
28_COOH_8,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)CFF,,,,,/","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)CFF,,,,,/CFF,,/",-122.99
29_COOH_8,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)CFF,,,,,/","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)CFF,,,,,/CFF,,/",-122.99
31_COOH_8,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,FFF,/)","F-1;C(CCF/CFF,FFF,/CFF,,,,,)","F-1;C(CCF/CFF,FFF,/CFF,,,,,)CFF,,/","F-1;C(CCF/CFF,FFF,/CFF,,,,,)CFF,,/CFF,,/",-126.26
32_COOH_8,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,FFF,/)","F-1;C(CCF/CFF,FFF,/CFF,,,,,)","F-1;C(CCF/CFF,FFF,/CFF,,,,,)CFF,,/","F-1;C(CCF/CFF,FFF,/CFF,,,,,)CFF,,/CFF,,/",-126.26
34_COOH_8,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CFF,,/)","F-1;C(CFF/CFF,,/CFF,,)","F-1;C(CFF/CFF,,/CFF,,)CFF,,/","F-1;C(CFF/CFF,,/CFF,,)CFF,,/CFF,,/",-80.97
35_COOH_8,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CFF,,/)","F-1;C(CFF/CFF,,/CFF,,)","F-1;C(CFF/CFF,,/CFF,,)CFF,,/","F-1;C(CFF/CFF,,/CFF,,)CFF,,/CFF,,/",-80.97
36_COOH_8,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CFF,,/)","F-1;C(CFF/CFF,,/CFF,,)","F-1;C(CFF/CFF,,/CFF,,)CFF,,/","F-1;C(CFF/CFF,,/CFF,,)CFF,,/CFF,,/",-80.97
6_From_Review_100,F-1;C(//),F-1;C(CS//),"F-1;C(CS/=OO,C/)","F-1;C(CS/=OO,C/,C,*C*C)","F-1;C(CS/=OO,C/,C,*C*C)C,*C,*C/","F-1;C(CS/=OO,C/,C,*C*C)C,*C,*C/,*C,*&/",-159.0
0_From_Review_21,F-1;C(//),F-1;C(=C//),F-1;C(=C/|Cl/),F-1;C(=C/|Cl/),F-1;C(=C/|Cl/)/,F-1;C(=C/|Cl/)//,-127.9
0_From_Review_46,F-1;C(//),F-1;C(O//),F-1;C(O/C/),F-1;C(O/C/*C*C),"F-1;C(O/C/*C*C)*C,*C/","F-1;C(O/C/*C*C)*C,*C/*C,*&/",-149.0
6_From_Review_115,F-1;C(//),F-1;C(=C//),F-1;C(=C/\C/),F-1;C(=C/\C/C),F-1;C(=C/\C/C)C/,F-1;C(=C/\C/C)C/C/,-130.0
5_From_Review_417,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CCC,,/)","F-1;C(CFF/CCC,,/=OO,FFF,FFF)","F-1;C(CFF/CCC,,/=OO,FFF,FFF),,,,,,,/","F-1;C(CFF/CCC,,/=OO,FFF,FFF),,,,,,,//",-69.0
6_From_Review_417,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CCC,,/)","F-1;C(CFF/CCC,,/=OO,FFF,FFF)","F-1;C(CFF/CCC,,/=OO,FFF,FFF),,,,,,,/","F-1;C(CFF/CCC,,/=OO,FFF,FFF),,,,,,,//",-69.0
7_From_Review_417,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CCC,,/)","F-1;C(CFF/CCC,,/=OO,FFF,FFF)","F-1;C(CFF/CCC,,/=OO,FFF,FFF),,,,,,,/","F-1;C(CFF/CCC,,/=OO,FFF,FFF),,,,,,,//",-69.0
9_From_Review_417,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CCC,,/)","F-1;C(CFF/CCC,,/=OO,FFF,FFF)","F-1;C(CFF/CCC,,/=OO,FFF,FFF),,,,,,,/","F-1;C(CFF/CCC,,/=OO,FFF,FFF),,,,,,,//",-69.0
10_From_Review_417,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CCC,,/)","F-1;C(CFF/CCC,,/=OO,FFF,FFF)","F-1;C(CFF/CCC,,/=OO,FFF,FFF),,,,,,,/","F-1;C(CFF/CCC,,/=OO,FFF,FFF),,,,,,,//",-69.0
11_From_Review_417,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CCC,,/)","F-1;C(CFF/CCC,,/=OO,FFF,FFF)","F-1;C(CFF/CCC,,/=OO,FFF,FFF),,,,,,,/","F-1;C(CFF/CCC,,/=OO,FFF,FFF),,,,,,,//",-69.0
13_From_Review_417,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CCC,,/)","F-1;C(CFF/CCC,,/=OO,FFF,FFF)","F-1;C(CFF/CCC,,/=OO,FFF,FFF),,,,,,,/","F-1;C(CFF/CCC,,/=OO,FFF,FFF),,,,,,,//",-69.0
14_From_Review_417,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CCC,,/)","F-1;C(CFF/CCC,,/=OO,FFF,FFF)","F-1;C(CFF/CCC,,/=OO,FFF,FFF),,,,,,,/","F-1;C(CFF/CCC,,/=OO,FFF,FFF),,,,,,,//",-69.0
15_From_Review_417,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CCC,,/)","F-1;C(CFF/CCC,,/=OO,FFF,FFF)","F-1;C(CFF/CCC,,/=OO,FFF,FFF),,,,,,,/","F-1;C(CFF/CCC,,/=OO,FFF,FFF),,,,,,,//",-69.0
2_From_Review_16,F-1;C(//),F-1;C(CF//),"F-1;C(CF/,/)","F-1;C(CF/,/)","F-1;C(CF/,/)/","F-1;C(CF/,/)//",-110
3_From_Review_16,F-1;C(//),F-1;C(CF//),"F-1;C(CF/,/)","F-1;C(CF/,/)","F-1;C(CF/,/)/","F-1;C(CF/,/)//",-110.0
5_SO3H_20,F-1;C(//),F-1;C(CSF//),"F-1;C(CSF/CFF,=O=OO,/)","F-1;C(CSF/CFF,=O=OO,/CFF,,,,,)","F-1;C(CSF/CFF,=O=OO,/CFF,,,,,)CFF,,/","F-1;C(CSF/CFF,=O=OO,/CFF,,,,,)CFF,,/CFF,,/",-115.71
6_SO3H_20,F-1;C(//),F-1;C(CSF//),"F-1;C(CSF/CFF,=O=OO,/)","F-1;C(CSF/CFF,=O=OO,/CFF,,,,,)","F-1;C(CSF/CFF,=O=OO,/CFF,,,,,)CFF,,/","F-1;C(CSF/CFF,=O=OO,/CFF,,,,,)CFF,,/CFF,,/",-115.71
8_SO3H_20,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,S,FF,FF,/)","F-1;C(CCF/C,S,FF,FF,/CFF,=O=OO,,,,)","F-1;C(CCF/C,S,FF,FF,/CFF,=O=OO,,,,)CFF,,,,,/","F-1;C(CCF/C,S,FF,FF,/CFF,=O=OO,,,,)CFF,,,,,/FFF,,/",-121.74
9_SO3H_20,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,S,FF,FF,/)","F-1;C(CCF/C,S,FF,FF,/CFF,=O=OO,,,,)","F-1;C(CCF/C,S,FF,FF,/CFF,=O=OO,,,,)CFF,,,,,/","F-1;C(CCF/C,S,FF,FF,/CFF,=O=OO,,,,)CFF,,,,,/FFF,,/",-121.74
11_SO3H_20,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/C,S,FF,FF,,,,)","F-1;C(CCF/C,C,FF,FF,/C,S,FF,FF,,,,)FFF,=O=OO,,,,/","F-1;C(CCF/C,C,FF,FF,/C,S,FF,FF,,,,)FFF,=O=OO,,,,/,,,,,/",-122.88
12_SO3H_20,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/C,S,FF,FF,,,,)","F-1;C(CCF/C,C,FF,FF,/C,S,FF,FF,,,,)FFF,=O=OO,,,,/","F-1;C(CCF/C,C,FF,FF,/C,S,FF,FF,,,,)FFF,=O=OO,,,,/,,,,,/",-122.88
14_SO3H_20,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)SFF,,,,,/","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)SFF,,,,,/=O=OO,,/",-123.83
15_SO3H_20,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)SFF,,,,,/","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)SFF,,,,,/=O=OO,,/",-123.83
17_SO3H_20,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,FFF,/)","F-1;C(CCF/CFF,FFF,/CFF,,,,,)","F-1;C(CCF/CFF,FFF,/CFF,,,,,)CFF,,/","F-1;C(CCF/CFF,FFF,/CFF,,,,,)CFF,,/SFF,,/",-127.33
18_SO3H_20,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,FFF,/)","F-1;C(CCF/CFF,FFF,/CFF,,,,,)","F-1;C(CCF/CFF,FFF,/CFF,,,,,)CFF,,/","F-1;C(CCF/CFF,FFF,/CFF,,,,,)CFF,,/SFF,,/",-127.33
20_SO3H_20,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CFF,,/)","F-1;C(CFF/CFF,,/CFF,,)","F-1;C(CFF/CFF,,/CFF,,)CFF,,/","F-1;C(CFF/CFF,,/CFF,,)CFF,,/CFF,,/",-82.44
21_SO3H_20,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CFF,,/)","F-1;C(CFF/CFF,,/CFF,,)","F-1;C(CFF/CFF,,/CFF,,)CFF,,/","F-1;C(CFF/CFF,,/CFF,,)CFF,,/CFF,,/",-82.44
22_SO3H_20,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CFF,,/)","F-1;C(CFF/CFF,,/CFF,,)","F-1;C(CFF/CFF,,/CFF,,)CFF,,/","F-1;C(CFF/CFF,,/CFF,,)CFF,,/CFF,,/",-82.44
0_From_Review_41,F-1;C(//),F-1;C(C//),F-1;C(C/ClCl/),"F-1;C(C/ClCl/,)","F-1;C(C/ClCl/,)/","F-1;C(C/ClCl/,)//",-208.0
7_From_Review_240,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,,/)","F-1;C(CCF/C,,/C)","F-1;C(CCF/C,,/C)=OC/","F-1;C(CCF/C,,/C)=OC/,/",-93.0
8_From_Review_240,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,,/)","F-1;C(CCF/C,,/C)","F-1;C(CCF/C,,/C)=OC/","F-1;C(CCF/C,,/C)=OC/,/",-93.0
8_From_Review_70,F-1;C(//),F-1;C(=P//),F-1;C(=P/C/),F-1;C(=P/C/*C*C),"F-1;C(=P/C/*C*C)*C,*C,C,C/","F-1;C(=P/C/*C*C)*C,*C,C,C/*C,*&,,/",-69.0
0_From_Review_398,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CC,,/)","F-1;C(CFF/CC,,/*C*C,FFF)","F-1;C(CFF/CC,,/*C*C,FFF)*C,*C,,,/","F-1;C(CFF/CC,,/*C*C,FFF)*C,*C,,,/*C,*&/",-65.0
2_From_Review_398,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CC,,/)","F-1;C(CFF/CC,,/*C*C,FFF)","F-1;C(CFF/CC,,/*C*C,FFF)*C,*C,,,/","F-1;C(CFF/CC,,/*C*C,FFF)*C,*C,,,/*C,*&/",-65
3_From_Review_398,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CC,,/)","F-1;C(CFF/CC,,/*C*C,FFF)","F-1;C(CFF/CC,,/*C*C,FFF)*C,*C,,,/","F-1;C(CFF/CC,,/*C*C,FFF)*C,*C,,,/*C,*&/",-65.0
12_From_Review_398,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CC,,/)","F-1;C(CFF/CC,,/*C*C,FFF)","F-1;C(CFF/CC,,/*C*C,FFF)*C,*C,,,/","F-1;C(CFF/CC,,/*C*C,FFF)*C,*C,,,/*C,*&/",-65.0
13_From_Review_398,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CC,,/)","F-1;C(CFF/CC,,/*C*C,FFF)","F-1;C(CFF/CC,,/*C*C,FFF)*C,*C,,,/","F-1;C(CFF/CC,,/*C*C,FFF)*C,*C,,,/*C,*&/",-65.0
14_From_Review_398,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CC,,/)","F-1;C(CFF/CC,,/*C*C,FFF)","F-1;C(CFF/CC,,/*C*C,FFF)*C,*C,,,/","F-1;C(CFF/CC,,/*C*C,FFF)*C,*C,,,/*C,*&/",-65.0
5_SO3H_11,F-1;C(//),F-1;C(CSF//),"F-1;C(CSF/CFF,=O=ON,/)","F-1;C(CSF/CFF,=O=ON,/CFF,,,,,)","F-1;C(CSF/CFF,=O=ON,/CFF,,,,,)FFF,,/","F-1;C(CSF/CFF,=O=ON,/CFF,,,,,)FFF,,/,,/",-113.95
6_SO3H_11,F-1;C(//),F-1;C(CSF//),"F-1;C(CSF/CFF,=O=ON,/)","F-1;C(CSF/CFF,=O=ON,/CFF,,,,,)","F-1;C(CSF/CFF,=O=ON,/CFF,,,,,)FFF,,/","F-1;C(CSF/CFF,=O=ON,/CFF,,,,,)FFF,,/,,/",-113.95
8_SO3H_11,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,S,FF,FF,/)","F-1;C(CCF/C,S,FF,FF,/FFF,=O=ON,,,,)","F-1;C(CCF/C,S,FF,FF,/FFF,=O=ON,,,,),,,,,/","F-1;C(CCF/C,S,FF,FF,/FFF,=O=ON,,,,),,,,,//",-121.5
9_SO3H_11,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,S,FF,FF,/)","F-1;C(CCF/C,S,FF,FF,/FFF,=O=ON,,,,)","F-1;C(CCF/C,S,FF,FF,/FFF,=O=ON,,,,),,,,,/","F-1;C(CCF/C,S,FF,FF,/FFF,=O=ON,,,,),,,,,//",-121.5
11_SO3H_11,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,FFF,/)","F-1;C(CCF/CFF,FFF,/SFF,,,,,)","F-1;C(CCF/CFF,FFF,/SFF,,,,,)=O=ON,,/","F-1;C(CCF/CFF,FFF,/SFF,,,,,)=O=ON,,/,,/",-126.19
